"Year","Week","Country.or.Subregion","Probable","Lab.Confirm","Severe.Dengue","Deaths","New.Serotype","Cumul.Serotype","Population.x.1000"
2017,"Week 33 - 37","Canada",0,0,0,0,NA,NA,0
2017,"Week 33 - 37","United States",41,41,0,0,NA,"DEN",325128
2017,"Week 29 - 29","Belize",0,0,NA,0,NA,"DEN",348
2017,"Week 30 - 34","Costa Rica",796,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 33 - 37","El Salvador",350,44,-1,0,NA,"DEN 2",6246
2017,"Week 33 - 33","Guatemala",0,0,0,NA,NA,"DEN 1,2,3,4",16255
2017,"Week 33 - 37","Honduras",406,0,9,0,NA,"DEN 1,2,3",8721
2017,"Week 33 - 37","Mexico",13253,2303,56,8,NA,"DEN 1,2,3",125236
2017,"Week 33 - 37","Nicaragua",5265,214,NA,0,NA,"DEN 2",6257
2017,"Week 32 - 35","Panama",714,336,1,0,NA,"DEN 1,2",3988
2017,"Week 32 - 37","Bolivia",0,NA,-7,NA,NA,"DEN",11025
2017,"Week 33 - 37","Colombia",1806,-2911,15,2,"DEN 1,2,3,4","DEN 1,2,3,4",49529
2017,"Week 32 - 36","Ecuador",359,359,1,0,NA,"DEN",16226
2017,"Week 33 - 37","Peru",1185,419,0,2,NA,"DEN 2,3",31161
2017,"Week 17 - 31","Venezuela",2207,551,12,0,NA,"DEN",31028
2017,"Week 32 - 36","Argentina",-7313,-1,0,0,NA,"DEN 1,3",42155
2017,"Week 33 - 35","Brazil",4050,NA,15,5,NA,"DEN 1,2,3,4",203657
2017,"Week 28 - 26","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 32 - 36","Paraguay",46,6,NA,0,NA,"DEN 1",7033
2017,"Week 33 - 37","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 30 - 36","Dominican Republic",153,NA,12,1,NA,"DEN",10652
2017,"Week 33 - 37","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 33 - 37","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 28 - 28","Anguilla",0,0,0,0,NA,"DEN",16
2017,"Week 28 - 28","Antigua & Barbuda",0,0,0,0,NA,"DEN",92
2017,"Week 28 - 26","Aruba",0,0,0,0,NA,"DEN",112
2017,"Week 28 - 28","Bahamas",0,0,0,0,NA,"DEN",388
2017,"Week 28 - 28","Barbados",0,0,0,0,NA,"DEN",291
2017,"Week 28 - 28","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 32 - 0","Bonaire, Saba and St. Eustatiu",-42,-42,0,0,NA,NA,0
2017,"Week 28 - 32","British Virgin Islands",19,42,0,0,NA,"DEN",33
2017,"Week 00 - 28","Cayman Islands",23,0,0,0,NA,"DEN",56
2017,"Week 28 - 0","Curacao",-31,0,0,0,NA,NA,0
2017,"Week 17 - 28","Dominica",-134,0,0,0,NA,"DEN",74
2017,"Week 28 - 26","French Guiana",375,-80,0,0,NA,"DEN",239
2017,"Week 26 - 28","Grenada",-3,80,0,0,NA,"DEN",111
2017,"Week 00 - 30","Guadaloupe",NA,NA,0,0,NA,"DEN",411
2017,"Week 00 - 0","Haiti",NA,NA,0,0,NA,NA,0
2017,"Week 33 - 35","Jamaica",3,0,0,0,NA,"DEN 3",2813
2017,"Week 26 - 30","Martinique",-1,0,0,0,NA,"DEN 2",398
2017,"Week 28 - 28","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 28 - 30","St. Bartolome",35,0,0,0,NA,"DEN",9
2017,"Week 26 - 28","St. Kitts & Nevis",-23,0,0,0,NA,"DEN",52
2017,"Week 28 - 24","St. Lucia",7,14,0,0,NA,"DEN",164
2017,"Week 24 - 30","St. Martin",143,-14,0,0,NA,"DEN",41
2017,"Week 26 - 28","St. Vincent & the Grenadines",-111,0,0,0,NA,"DEN",103
2017,"Week 28 - 0","Suriname",-3,-2,0,0,NA,NA,0
2017,"Week 00 - 32","Trinidad & Tobago",NA,NA,0,0,NA,"DEN",1347
2017,"Week 28 - 24","Turks & Caicos Islands",-49,154,0,0,NA,"DEN",50
