id,x,y
23,482,0
23,482,5
23,483,6
23,483,14
23,484,15
23,484,22
23,485,23
23,485,36
23,486,37
23,486,44
23,487,45
23,487,52
23,488,53
23,488,62
23,489,63
23,489,70
23,490,71
23,490,84
23,491,85
23,491,91
23,492,92
23,492,101
23,493,102
23,493,109
23,494,110
23,494,118
23,495,119
23,495,131
23,496,132
23,496,139
23,497,140
23,497,148
23,498,149
23,498,158
23,499,159
23,499,166
23,500,167
23,500,181
23,501,182
23,501,190
23,502,191
23,502,201
23,503,202
23,503,214
23,504,215
23,504,229
23,504,215
23,503,214
23,503,202
23,502,201
23,502,191
23,501,190
23,501,182
23,500,181
23,500,167
23,499,166
23,499,159
23,498,158
23,498,149
23,497,148
23,497,140
23,496,139
23,496,132
23,495,131
23,495,119
23,494,118
23,494,110
23,493,109
23,493,102
23,492,101
23,492,92
23,491,91
23,491,85
23,490,84
23,490,71
23,489,70
23,489,63
23,488,62
23,488,53
23,487,52
23,487,45
23,486,44
23,486,37
23,485,36
23,485,23
23,484,22
23,484,15
23,483,14
23,483,6
23,482,5
