"Hamilton County (Chattanooga)","3","4",".4","747","0.5%","lower"
"East Tennessee Region","5","7",".157","2305","6.8%","higher"
"Jackson-Madison County","0","2",".0","0","0.0%","n/a"
"Knoxville-Knox County","1","3",".39","1078","3.6%",""
"Mid-Cumberland Region","7","11",".24","1005","2.4%","lower"
"Shelby County (Memphis)","8","12",".101","1439","7.0%","higher"
"Nashville-Davidson County","4","6",".13","1176","1.1%","lower"
"Northeast Region","4","5",".5","336","1.5%","lower"
"South Central Region","3","3",".2","272","0.7%","lower"
"Southeast Region","4","4",".9","455","2.0%",""
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".1","562","0.2%","lower"
"West Tennessee Region","5","6",".3","202","1.5%",""

