"Hamilton County (Chattanooga)","4","4","7","749","0.9%","lower"
"East Tennessee Region","7","8","153","2748","5.6%","higher"
"Jackson-Madison County","1","1","12","511","2.3%",""
"Knoxville-Knox County","3","4","11","1002","1.1%","lower"
"Mid-Cumberland Region","9","10","17","1008","1.7%",""
"Shelby County (Memphis)","2","10","5","766","0.7%","lower"
"Nashville-Davidson County","5","6","47","1488","3.2%",""
"Northeast Region","2","3","1","173","0.6%",""
"South Central Region","3","3","1","238","0.4%","lower"
"Southeast Region","2","5","8","317","2.5%",""
"Sullivan County (Tri-Cities)","1","2","2","304","0.7%","lower"
"Upper Cumberland Region","3","4","4","518","0.8%","lower"
"West Tennessee Region","4","6","2","204","1.0%",""

