"Hamilton County (Chattanooga)","4","4",".3","454","0.7%","lower"
"East Tennessee Region","8","8",".136","2250","6.0%","higher"
"Jackson-Madison County","1","2",".15","515","2.9%",""
"Knoxville-Knox County","4","4",".30","1692","1.8%",""
"Mid-Cumberland Region","8","10",".10","858","1.2%","lower"
"Shelby County (Memphis)","1","5",".2","101","2.0%",""
"Nashville-Davidson County","3","6",".4","366","1.1%",""
"Northeast Region","3","3",".1","198","0.5%",""
"South Central Region","3","3",".0","207","0.0%","lower"
"Southeast Region","5","5",".7","742","0.9%","lower"
"Sullivan County (Tri-Cities)","2","2",".1","398","0.3%","lower"
"Upper Cumberland Region","4","4",".3","550","0.6%","lower"
"West Tennessee Region","5","6",".2","314","0.6%","lower"

