"Hamilton County (Chattanooga)","4","4",".0","387","0.0%",""
"East Tennessee Region","5","7",".31","1721","1.8%","higher"
"Jackson-Madison County","1","1",".15","668","2.3%","higher"
"Knoxville-Knox County","2","3",".12","635","1.9%","higher"
"Mid-Cumberland Region","4","15",".1","375","0.3%",""
"Shelby County (Memphis)","7","11",".0","848","0.0%","lower"
"Nashville-Davidson County","3","10",".0","274","0.0%",""
"Northeast Region","4","5",".0","316","0.0%",""
"South Central Region","2","3",".0","76","0.0%",""
"Southeast Region","2","5",".0","182","0.0%",""
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","423","0.0%","lower"
"West Tennessee RegionState of Tennessee","6","6",".1","193","0.5%",""

