"Hamilton County (Chattanooga)","3","4",".0","493","0.0%",""
"East Tennessee Region","8","8",".7","2518","0.3%",""
"Jackson-Madison County","0","2",".0","0","0.0%","n/a"
"Knoxville-Knox County","4","4",".0","1298","0.0%",""
"Mid-Cumberland Region","8","10",".0","617","0.0%",""
"Shelby County (Memphis)","0","5",".0","0","0.0%","n/a"
"Nashville-Davidson County","2","5",".2","110","1.8%","higher"
"Northeast Region","1","3",".0","73","0.0%",""
"South Central Region","3","3",".0","223","0.0%",""
"Southeast Region","4","5",".0","185","0.0%",""
"Sullivan County (Tri-Cities)","0","2",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","511","0.0%",""
"West Tennessee Region","6","6",".0","315","0.0%",""

