"Hamilton County (Chattanooga)","2","4",".0","298","0.0%","lower"
"East Tennessee Region","5","7",".33","2079","1.6%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".2","411","0.5%",""
"Mid-Cumberland Region","5","15",".0","344","0.0%","lower"
"Shelby County (Memphis)","9","11",".61","999","6.1%","higher"
"Nashville-Davidson County","2","10",".0","275","0.0%","lower"
"Northeast Region","2","5",".0","210","0.0%",""
"South Central Region","3","3",".0","179","0.0%",""
"Southeast Region","2","5",".0","38","0.0%",""
"Sullivan County (Tri-Cities)","1","1",".0","284","0.0%","lower"
"Upper Cumberland Region","4","4",".0","491","0.0%","lower"
"West Tennessee Region","6","6",".0","328","0.0%","lower"

