"Chattanooga-Hamilton County","3","5","2","226","0.9%",""
"East Tennessee Region","6","7","6","1646","0.4%","lower"
"Jackson-Madison County","0","1","0","0","0.0%",""
"Knoxville-Knox County","3","4","6","353","1.7%",""
"Mid-Cumberland Region","6","10","5","715","0.7%",""
"Memphis-Shelby County","2","5","7","216","3.2%","higher"
"Nashville-Davidson County","4","6","32","666","4.8%","higher"
"Northeast Region","2","3","1","249","0.4%",""
"South Central Region","3","3","0","276","0.0%",""
"Southeast Region","3","4","2","134","1.5%",""
"Sullivan County","0","2","0","0","0.0%",""
"Upper Cumberland Region","4","5","5","574","0.9%",""
"West Tennessee Region","5","6","0","275","0.0%",""

