"Hamilton County (Chattanooga)","3","4",".2","556","0.4%",""
"East Tennessee Region","5","7",".43","2078","2.1%","higher"
"Jackson-Madison County","1","1",".9","619","1.5%",""
"Knoxville-Knox County","2","3",".17","1234","1.4%",""
"Mid-Cumberland Region","7","15",".0","975","0.0%","lower"
"Shelby County (Memphis)","1","11",".0","105","0.0%",""
"Nashville-Davidson County","2","10",".1","501","0.2%",""
"Northeast Region","2","5",".3","109","2.8%",""
"South Central Region","3","3",".3","192","1.6%",""
"Southeast Region","2","5",".0","394","0.0%","lower"
"Sullivan County (Tri-Cities)","1","1",".0","304","0.0%",""
"Upper Cumberland Region","4","4",".0","564","0.0%","lower"
"West Tennessee Region","4","6",".1","200","0.5%",""

