"Hamilton County (Chattanooga)","3","4",".5","292","1.7%","lower"
"East Tennessee Region","7","8",".195","2212","8.8%","higher"
"Jackson-Madison County","1","2",".11","429","2.6%",""
"Knoxville-Knox County","4","4",".65","1656","3.9%",""
"Mid-Cumberland Region","7","10",".21","765","2.8%","lower"
"Shelby County (Memphis)","1","5",".0","53","0.0%",""
"Nashville-Davidson County","4","6",".41","930","4.4%",""
"Northeast Region","3","3",".3","269","1.1%","lower"
"South Central Region","3","3",".0","202","0.0%","lower"
"Southeast Region","4","5",".20","649","3.1%",""
"Sullivan County (Tri-Cities)","1","2",".0","265","0.0%","lower"
"Upper Cumberland Region","4","4",".4","525","0.8%","lower"
"West Tennessee Region","6","6",".2","279","0.7%","lower"

