"Hamilton County (Chattanooga)","4","4",".8","821","1.0%","lower"
"East Tennessee Region","7","7",".218","2467","8.8%","higher"
"Jackson-Madison County","2","2",".55","637","8.6%","higher"
"Knoxville-Knox County","1","4",".27","1203","2.2%","lower"
"Mid-Cumberland Region","6","10",".22","843","2.6%","lower"
"Shelby County (Memphis)","5","5",".2","930","0.2%","lower"
"Nashville-Davidson County","4","5",".37","1119","3.3%",""
"Northeast Region","2","3",".2","177","1.1%",""
"South Central Region","3","3",".0","232","0.0%","lower"
"Southeast Region","4","5",".11","454","2.4%",""
"Sullivan County (Tri-Cities)","0","2",".0","0","0.0%","n/a"
"Upper Cumberland Region","3","4",".1","402","0.3%","lower"
"West Tennessee Region","6","6",".7","372","1.9%","lower"

