"Hamilton County (Chattanooga)","3","4",".8","788","1.0%",""
"East Tennessee Region","6","7",".68","1756","3.9%","higher"
"Jackson-Madison County","1","1",".10","553","1.8%",""
"Knoxville-Knox County","2","4",".14","1664","0.8%","lower"
"Mid-Cumberland Region","8","10",".37","1062","3.5%","higher"
"Shelby County (Memphis)","1","3",".8","45","17.8%","higher"
"Nashville-Davidson County","4","5",".20","1097","1.8%",""
"Northeast Region","3","3",".2","284","0.7%",""
"South Central Region","3","3",".0","178","0.0%",""
"Southeast Region","5","5",".8","854","0.9%","lower"
"Sullivan County (Tri-Cities)","1","2",".0","434","0.0%","lower"
"Upper Cumberland Region","4","4",".3","424","0.7%",""
"West Tennessee Region","6","6",".1","327","0.3%","lower"

