"Chattanooga-Hamilton County","5","5","1","621","0.2%","lower"
"East Tennessee Region","6","7","13","2139","0.6%",""
"Jackson-Madison County","0","1","0","0","0.0%",""
"Knoxville-Knox County","2","4","8","1113","0.7%",""
"Mid-Cumberland Region","8","12","13","1047","1.2%",""
"Memphis-Shelby County","5","9","5","975","0.5%",""
"Nashville-Davidson County","6","6","35","1819","1.9%","higher"
"Northeast Region","2","3","0","267","0.0%",""
"South Central Region","3","3","0","264","0.0%",""
"Southeast Region","3","5","14","527","2.7%","higher"
"Sullivan County","1","2","0","234","0.0%",""
"Upper Cumberland Region","5","5","5","885","0.6%",""
"West Tennessee Region","4","6","5","372","1.3%",""

