"Hamilton County (Chattanooga)","3","4",".0","701","0.0%","lower"
"East Tennessee Region","5","7",".27","2260","1.2%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".11","1113","1.0%",""
"Mid-Cumberland Region","6","11",".9","945","1.0%",""
"Shelby County (Memphis)","2","12",".2","35","5.7%","higher"
"Nashville-Davidson County","2","6",".8","598","1.3%",""
"Northeast Region","3","3",".3","230","1.3%",""
"South Central Region","3","3",".0","304","0.0%",""
"Southeast Region","3","5",".0","276","0.0%",""
"Sullivan County (Tri-Cities)","1","1",".0","372","0.0%",""
"Upper Cumberland Region","4","4",".2","493","0.4%",""
"West Tennessee Region","6","6",".1","332","0.3%",""

