"Hamilton County (Chattanooga)","3","4",".15","810","1.9%","lower"
"East Tennessee Region","5","7",".153","2334","6.6%","higher"
"Jackson-Madison County","1","2",".29","640","4.5%",""
"Knoxville-Knox County","2","4",".45","1583","2.8%",""
"Mid-Cumberland Region","5","10",".4","510","0.8%","lower"
"Shelby County (Memphis)","2","4",".5","126","4.0%",""
"Nashville-Davidson County","2","5",".33","628","5.3%","higher"
"Northeast Region","3","3",".4","285","1.4%",""
"South Central Region","3","3",".1","200","0.5%","lower"
"Southeast Region","4","5",".6","357","1.7%",""
"Sullivan County (Tri-Cities)","1","2",".0","366","0.0%","lower"
"Upper Cumberland Region","3","4",".3","440","0.7%","lower"
"West Tennessee Region","6","6",".0","290","0.0%","lower"

