"Hamilton County (Chattanooga)","4","4",".0","701","0.0%","lower"
"East Tennessee Region","5","7",".34","1934","1.8%","higher"
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".5","522","1.0%",""
"Mid-Cumberland Region","7","11",".6","867","0.7%",""
"Shelby County (Memphis)","8","12",".42","1189","3.5%","higher"
"Nashville-Davidson County","3","6",".2","523","0.4%",""
"Northeast Region","4","4",".2","356","0.6%",""
"South Central Region","3","3",".2","316","0.6%",""
"Southeast Region","3","4",".0","205","0.0%",""
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","657","0.0%","lower"
"West Tennessee Region","4","6",".1","234","0.4%",""

