"Chattanooga-Hamilton County","4","5","20","579","3.5%","lower"
"East Tennessee Region","7","7","243","3605","6.7%",""
"Jackson-Madison County","1","1","109","972","11.2%","higher"
"Knoxville-Knox County","2","4","51","863","5.9%",""
"Mid-Cumberland Region","7","10","90","1388","6.5%",""
"Memphis-Shelby County","3","5","2","766","0.3%","lower"
"Nashville-Davidson County","3","6","214","1677","12.8%","higher"
"Northeast Region","2","3","3","365","0.8%","lower"
"South Central Region","3","3","2","317","0.6%","lower"
"Southeast Region","4","4","59","855","6.9%",""
"Sullivan County","2","2","16","298","5.4%",""
"Upper Cumberland Region","4","5","20","830","2.4%","lower"
"West Tennessee Region","6","6","4","406","1.0%","lower"

