Hamilton County (Chattanooga),3,4,.,0,552,0.0%
East Tennessee Region,7,7,.,2,2363,0.1%
Jackson-Madison County,1,1,.,0,429,0.0%
Knoxville-Knox County,3,4,.,0,633,0.0%
Mid-Cumberland Region,7,10,.,1,341,0.3%
Shelby County (Memphis),1,10,.,0,108,0.0%
Nashville-Davidson County,3,6,.,2,158,1.3% higher
Northeast Region,2,3,.,0,149,0.0%
South Central Region,3,3,.,0,193,0.0%
Southeast Region,4,5,.,1,102,1.0% higher
Sullivan County (Tri-Cities),0,2,.,0,0,0.0%
Upper Cumberland Region,3,4,.,0,361,0.0%
West Tennessee Region,6,6,.,0,223,0.0%
