Hamilton County (Chattanooga),3,4,.,0,748,0.0% lower
East Tennessee Region,4,7,.,2,959,0.2% lower
Jackson-Madison County,1,1,.,70,627,11.2% higher
Knoxville-Knox County,2,3,.,13,1161,1.1% lower
Mid-Cumberland Region,5,11,.,2,732,0.3% lower
Shelby County (Memphis),7,12,.,59,968,6.1% higher
Nashville-Davidson County,3,7,.,10,783,1.3%
Northeast Region,3,4,.,0,116,0.0%
South Central Region,3,3,.,0,166,0.0%
Southeast Region,4,5,.,1,399,0.3% lower
Sullivan County (Tri-Cities),1,1,.,0,345,0.0% lower
Upper Cumberland Region,4,4,.,0,557,0.0% lower
West Tennessee Region,6,6,.,2,309,0.7%
