"Hamilton County (Chattanooga)","3","4",".2","499","0.4%",""
"East Tennessee Region","6","9",".38","1852","2.1%","higher"
"Jackson-Madison County","1","1",".4","595","0.7%",""
"Knoxville-Knox County","1","3",".8","90","8.9%","higher"
"Mid-Cumberland Region","8","14",".3","892","0.3%",""
"Shelby County (Memphis)","1","4",".1","160","0.6%",""
"Nashville-Davidson County","8","11",".11","1548","0.7%",""
"Northeast Region","2","5",".0","92","0.0%",""
"South Central Region","3","3",".0","248","0.0%",""
"Southeast Region","3","4",".1","358","0.3%",""
"Sullivan County (Tri-Cities)","1","2",".0","349","0.0%",""
"Upper Cumberland Region","3","4",".0","234","0.0%",""
"West Tennessee Region","6","6",".1","364","0.3%",""

