"Chattanooga-Hamilton County","2","4","1","569","0.2%","lower"
"East Tennessee Region","5","7","40","3760","1.1%","lower"
"Jackson-Madison County","1","1","37","1131","3.3%",""
"Knoxville-Knox County","3","5","110","994","11.1%","higher"
"Mid-Cumberland Region","11","10","33","1329","2.5%",""
"Memphis-Shelby County","1","3","0","75","0.0%",""
"Nashville-Davidson County","4","5","86","1444","6.0%","higher"
"Northeast Region","2","3","0","592","0.0%","lower"
"South Central Region","3","3","0","286","0.0%","lower"
"Southeast Region","4","5","16","895","1.8%",""
"Sullivan County","2","2","2","354","0.6%","lower"
"Upper Cumberland Region","5","5","8","693","1.2%","lower"
"West Tennessee Region","6","6","6","594","1.0%","lower"

