"Chattanooga-Hamilton County","3","5","0","466","0.0%",""
"East Tennessee Region","5","6","4","2390","0.2%",""
"Jackson-Madison County","1","1","0","827","0.0%",""
"Knoxville-Knox County","2","3","3","913","0.3%",""
"Mid-Cumberland Region","4","10","1","831","0.1%",""
"Memphis-Shelby County","2","6","0","709","0.0%",""
"Nashville-Davidson County","4","6","12","1995","0.6%","higher"
"Northeast Region","3","3","2","617","0.3%",""
"South Central Region","3","3","1","259","0.4%",""
"Southeast Region","3","4","0","728","0.0%",""
"Sullivan County","2","2","1","289","0.3%",""
"Upper Cumberland Region","5","5","0","984","0.0%",""
"West Tennessee Region","5","6","0","292","0.0%",""

