"Chattanooga-Hamilton County","2","5","0","143","0.0%","lower"
"East Tennessee Region","7","7","10","2240","0.4%","lower"
"Jackson-Madison County","1","1","69","805","8.6%","higher"
"Knoxville-Knox County","2","4","9","294","3.1%",""
"Mid-Cumberland Region","5","10","14","770","1.8%","lower"
"Memphis-Shelby County","2","5","4","154","2.6%",""
"Nashville-Davidson County","3","6","96","1131","8.5%","higher"
"Northeast Region","1","3","1","257","0.4%","lower"
"South Central Region","2","3","0","142","0.0%","lower"
"Southeast Region","4","4","11","350","3.1%",""
"Sullivan County","1","2","0","159","0.0%","lower"
"Upper Cumberland Region","4","5","7","426","1.6%",""
"West Tennessee Region","5","6","1","236","0.4%","lower"

