Hamilton County (Chattanooga),3,4,.,0,411,0.0%
East Tennessee Region,5,7,.,1,987,0.1%
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,1,3,.,0,382,0.0%
Mid-Cumberland Region,8,15,.,0,690,0.0%
Shelby County (Memphis),1,11,.,0,92,0.0%
Nashville-Davidson County,1,10,.,0,18,0.0%
Northeast Region,2,5,.,0,122,0.0%
South Central Region,3,3,.,0,221,0.0%
Southeast Region,3,5,.,0,129,0.0%
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,3,4,.,0,492,0.0%
West Tennessee Region,6,6,.,0,302,0.0%
