"Hamilton County (Chattanooga)","3","4",".7","524","1.3%","lower"
"East Tennessee Region","6","7",".153","2539","6.0%","higher"
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".52","1177","4.4%",""
"Mid-Cumberland Region","7","15",".26","1007","2.6%","lower"
"Shelby County (Memphis)","8","11",".152","1222","12.4%","higher"
"Nashville-Davidson County","2","10",".16","608","2.6%","lower"
"Northeast Region","3","5",".4","217","1.8%","lower"
"South Central Region","3","3",".3","199","1.5%","lower"
"Southeast Region","2","5",".4","410","1.0%","lower"
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".1","547","0.2%","lower"
"West Tennessee Region","6","6",".3","331","0.9%","lower"

