"Hamilton County (Chattanooga)","3","4",".1","479","0.2%","lower"
"East Tennessee Region","4","7",".26","1672","1.6%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","3","3",".18","1317","1.4%",""
"Mid-Cumberland Region","10","15",".21","917","2.3%",""
"Shelby County (Memphis)","8","11",".72","1079","6.7%","higher"
"Nashville-Davidson County","3","10",".10","759","1.3%",""
"Northeast Region","3","5",".0","173","0.0%",""
"South Central Region","3","3",".0","162","0.0%",""
"Southeast Region","2","5",".0","261","0.0%","lower"
"Sullivan County (Tri-Cities)","1","1",".0","319","0.0%","lower"
"Upper Cumberland Region","4","4",".2","519","0.4%","lower"
"West Tennessee Region","5","6",".0","185","0.0%",""

