"Hamilton County (Chattanooga)","3","4",".0","622","0.0%","lower"
"East Tennessee Region","6","7",".0","2170","0.0%","lower"
"Jackson-Madison County","1","1",".25","602","4.2%","higher"
"Knoxville-Knox County","2","3",".9","1200","0.8%",""
"Mid-Cumberland Region","7","11",".1","932","0.1%","lower"
"Shelby County (Memphis)","7","12",".55","1041","5.3%","higher"
"Nashville-Davidson County","1","6",".0","30","0.0%",""
"Northeast Region","2","4",".0","194","0.0%",""
"South Central Region","2","3",".0","149","0.0%",""
"Southeast Region","4","4",".0","450","0.0%","lower"
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","655","0.0%","lower"
"West Tennessee Region","6","6",".1","321","0.3%",""

