"Hamilton County (Chattanooga)","3","4",".0","616","0.0%","lower"
"East Tennessee Region","6","7",".91","2461","3.7%","higher"
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","3","3",".21","1715","1.2%",""
"Mid-Cumberland Region","9","11",".15","1234","1.2%",""
"Shelby County (Memphis)","7","12",".30","1095","2.7%","higher"
"Nashville-Davidson County","3","6",".15","662","2.3%",""
"Northeast Region","4","4",".0","347","0.0%","lower"
"South Central Region","3","3",".2","277","0.7%",""
"Southeast Region","4","4",".1","429","0.2%","lower"
"Sullivan County (Tri-Cities)","1","1",".0","391","0.0%","lower"
"Upper Cumberland Region","3","4",".0","372","0.0%","lower"
"West Tennessee Region","6","6",".0","270","0.0%","lower"

