"Chattanooga-Hamilton County","4","5","1","622","0.2%","lower"
"East Tennessee Region","6","7","15","2759","0.5%","lower"
"Jackson-Madison County","1","1","30","1185","2.5%","higher"
"Knoxville-Knox County","3","4","30","959","3.1%","higher"
"Mid-Cumberland Region","7","11","21","978","2.1%",""
"Memphis-Shelby County","5","9","4","970","0.4%","lower"
"Nashville-Davidson County","2","6","50","576","8.7%","higher"
"Northeast Region","2","3","1","338","0.3%",""
"South Central Region","3","3","0","275","0.0%","lower"
"Southeast Region","3","5","9","471","1.9%",""
"Sullivan County","2","2","2","702","0.3%","lower"
"Upper Cumberland Region","4","5","1","516","0.2%","lower"
"West Tennessee Region","5","6","1","490","0.2%","lower"

