"Hamilton County (Chattanooga)","4","4",".0","708","0.0%","lower"
"East Tennessee Region","6","7",".97","2500","3.9%","higher"
"Jackson-Madison County","1","1",".50","583","8.6%","higher"
"Knoxville-Knox County","3","3",".17","1687","1.0%","lower"
"Mid-Cumberland Region","7","11",".0","449","0.0%","lower"
"Shelby County (Memphis)","7","12",".69","733","9.4%","higher"
"Nashville-Davidson County","3","6",".9","715","1.3%","lower"
"Northeast Region","3","5",".3","242","1.2%",""
"South Central Region","3","3",".1","217","0.5%","lower"
"Southeast Region","3","4",".0","332","0.0%","lower"
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".2","543","0.4%","lower"
"West Tennessee Region","6","6",".0","243","0.0%","lower"

