"Hamilton County (Chattanooga)","3","4","1","528","0.2%",""
"East Tennessee Region","8","8","39","3424","1.1%","higher"
"Jackson-Madison County","1","1","8","415","1.9%","higher"
"Knoxville-Knox County","4","4","3","1243","0.2%","lower"
"Mid-Cumberland Region","6","9","1","905","0.1%","lower"
"Shelby County (Memphis)","0","4","0","0","0.0%",""
"Nashville-Davidson County","5","6","22","1388","1.6%","higher"
"Northeast Region","2","2","0","323","0.0%",""
"South Central Region","2","3","0","205","0.0%",""
"Southeast Region","4","4","1","599","0.2%",""
"Sullivan County (Tri-Cities)","2","2","2","543","0.4%",""
"Upper Cumberland Region","4","5","3","682","0.4%",""
"West Tennessee Region","5","6","1","292","0.3%",""

