"Hamilton County (Chattanooga)","3","4",".0","621","0.0%","lower"
"East Tennessee Region","5","7",".4","1828","0.2%","lower"
"Jackson-Madison County","1","2",".2","576","0.4%",""
"Knoxville-Knox County","2","4",".2","590","0.3%","lower"
"Mid-Cumberland Region","8","11",".4","721","0.6%",""
"Shelby County (Memphis)","10","12",".68","1044","6.5%","higher"
"Nashville-Davidson County","0","5",".0","0","0.0%","n/a"
"Northeast Region","0","3",".0","0","0.0%","n/a"
"South Central Region","3","3",".0","214","0.0%",""
"Southeast Region","3","5",".0","164","0.0%",""
"Sullivan County (Tri-Cities)","0","2",".0","0","0.0%","n/a"
"Upper Cumberland Region","3","4",".0","443","0.0%","lower"
"West Tennessee Region","5","6",".1","262","0.4%",""

