"Hamilton County (Chattanooga)","2","4",".1","409","0.2%",""
"East Tennessee Region","6","9",".16","1361","1.2%",""
"Jackson-Madison County","1","1",".6","526","1.1%",""
"Knoxville-Knox County","0","3",".0","0","0.0%","n/a"
"Mid-Cumberland Region","7","14",".4","720","0.6%",""
"Shelby County (Memphis)","2","4",".0","138","0.0%",""
"Nashville-Davidson County","7","11",".7","1305","0.5%",""
"Northeast Region","4","5",".6","300","2.0%","higher"
"South Central Region","3","3",".0","184","0.0%",""
"Southeast Region","3","4",".1","317","0.3%",""
"Sullivan County (Tri-Cities)","2","2",".7","288","2.4%","higher"
"Upper Cumberland Region","4","4",".0","278","0.0%",""
"West Tennessee Region","6","6",".1","316","0.3%",""

