"Hamilton County (Chattanooga)","2","4",".5","317","1.6%","lower"
"East Tennessee Region","7","8",".353","2148","16.4%","higher"
"Jackson-Madison County","2","2",".26","617","4.2%","lower"
"Knoxville-Knox County","4","4",".52","1564","3.3%","lower"
"Mid-Cumberland Region","8","10",".11","615","1.8%","lower"
"Shelby County (Memphis)","2","5",".7","185","3.8%",""
"Nashville-Davidson County","2","6",".20","199","10.1%","higher"
"Northeast Region","3","3",".5","282","1.8%","lower"
"South Central Region","3","3",".1","184","0.5%","lower"
"Southeast Region","5","5",".24","498","4.8%",""
"Sullivan County (Tri-Cities)","2","2",".1","494","0.2%","lower"
"Upper Cumberland Region","4","4",".3","578","0.5%","lower"
"West Tennessee Region","5","6",".2","286","0.7%","lower"

