"Chattanooga-Hamilton County","3","5","0","467","0.0%",""
"East Tennessee Region","7","7","14","3975","0.4%","lower"
"Jackson-Madison County","1","1","39","900","4.3%","higher"
"Knoxville-Knox County","3","4","7","940","0.7%",""
"Mid-Cumberland Region","8","10","2","1231","0.2%","lower"
"Memphis-Shelby County","2","5","2","189","1.1%",""
"Nashville-Davidson County","2","6","13","632","2.1%","higher"
"Northeast Region","1","3","0","283","0.0%",""
"South Central Region","3","3","1","318","0.3%",""
"Southeast Region","4","4","1","833","0.1%","lower"
"Sullivan County","1","2","0","241","0.0%",""
"Upper Cumberland Region","4","5","0","522","0.0%",""
"West Tennessee Region","6","6","1","442","0.2%",""

