"Chattanooga-Hamilton County","4","5","1","642","0.2%","lower"
"East Tennessee Region","6","7","25","2296","1.1%",""
"Jackson-Madison County","1","1","14","1020","1.4%",""
"Knoxville-Knox County","3","4","6","885","0.7%",""
"Mid-Cumberland Region","8","12","27","1181","2.3%","higher"
"Memphis-Shelby County","3","9","2","268","0.7%",""
"Nashville-Davidson County","5","6","49","1831","2.7%","higher"
"Northeast Region","1","3","1","267","0.4%",""
"South Central Region","3","3","0","292","0.0%",""
"Southeast Region","2","5","6","706","0.8%",""
"Sullivan County","1","2","0","300","0.0%",""
"Upper Cumberland Region","5","5","6","1134","0.5%","lower"
"West Tennessee Region","6","6","0","523","0.0%","lower"

