"Hamilton County (Chattanooga)","4","4",".0","537","0.0%",""
"East Tennessee Region","8","8",".1","2318","0.0%",""
"Jackson-Madison County","0","2",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","4",".0","955","0.0%",""
"Mid-Cumberland Region","6","10",".4","413","1.0%","higher"
"Shelby County (Memphis)","0","5",".0","0","0.0%","n/a"
"Nashville-Davidson County","4","5",".0","540","0.0%",""
"Northeast Region","3","3",".0","248","0.0%",""
"South Central Region","3","3",".0","200","0.0%",""
"Southeast Region","5","5",".0","553","0.0%",""
"Sullivan County (Tri-Cities)","1","2",".0","391","0.0%",""
"Upper Cumberland Region","4","4",".0","481","0.0%",""
"West Tennessee Region","5","6",".0","282","0.0%",""

