"Hamilton County (Chattanooga)","3","4",".0","509","0.0%",""
"East Tennessee Region","6","7",".1","2739","0.0%",""
"Jackson-Madison County","1","1",".4","496","0.8%","higher"
"Knoxville-Knox County","4","4",".0","1711","0.0%",""
"Mid-Cumberland Region","6","10",".0","749","0.0%",""
"Shelby County (Memphis)","2","10",".0","490","0.0%",""
"Nashville-Davidson County","3","6",".0","749","0.0%",""
"Northeast Region","2","3",".0","209","0.0%",""
"South Central Region","3","3",".0","174","0.0%",""
"Southeast Region","5","5",".0","731","0.0%",""
"Sullivan County (Tri-Cities)","1","2",".0","263","0.0%",""
"Upper Cumberland Region","4","4",".0","316","0.0%",""
"West Tennessee Region","6","6",".0","291","0.0%",""

