"Hamilton County (Chattanooga)","3","4",".0","516","0.0%",""
"East Tennessee Region","5","7",".4","1446","0.3%",""
"Jackson-Madison County","0","1",".0","0","0.0%",""
"Knoxville-Knox County","3","4",".0","1096","0.0%",""
"Mid-Cumberland Region","8","10",".0","624","0.0%",""
"Shelby County (Memphis)","1","10",".1","179","0.6%",""
"Nashville-Davidson County","2","6",".1","123","0.8%","higher"
"Northeast Region","2","3",".0","197","0.0%",""
"South Central Region","3","3",".0","237","0.0%",""
"Southeast Region","3","5",".0","155","0.0%",""
"Sullivan County (Tri-Cities)","0","2",".0","0","0.0%",""
"Upper Cumberland Region","3","4",".0","379","0.0%",""
"West Tennessee Region","5","6",".1","295","0.3%",""

