"Chattanooga-Hamilton County","3","5","0","364","0.0%",""
"East Tennessee Region","3","7","0","436","0.0%",""
"Jackson-Madison County","1","1","2","736","0.3%","higher"
"Knoxville-Knox County","2","4","0","401","0.0%",""
"Mid-Cumberland Region","5","11","1","465","0.2%",""
"Memphis-Shelby County","2","6","0","693","0.0%",""
"Nashville-Davidson County","3","6","0","808","0.0%",""
"Northeast Region","2","3","0","376","0.0%",""
"South Central Region","3","3","0","294","0.0%",""
"Southeast Region","2","4","0","31","0.0%",""
"Sullivan County","1","2","0","226","0.0%",""
"Upper Cumberland Region","3","5","0","444","0.0%",""
"West Tennessee Region","6","6","0","543","0.0%",""

