"Chattanooga-Hamilton County","4","5","3","563","0.5%",""
"East Tennessee Region","7","7","13","3351","0.4%","lower"
"Jackson-Madison County","1","1","48","1019","4.7%","higher"
"Knoxville-Knox County","3","4","10","826","1.2%",""
"Mid-Cumberland Region","7","10","2","779","0.3%","lower"
"Memphis-Shelby County","3","5","4","818","0.5%","lower"
"Nashville-Davidson County","3","6","64","719","8.9%","higher"
"Northeast Region","2","3","1","412","0.2%","lower"
"South Central Region","2","3","0","166","0.0%",""
"Southeast Region","2","4","0","158","0.0%",""
"Sullivan County","2","2","3","301","1.0%",""
"Upper Cumberland Region","5","5","2","522","0.4%","lower"
"West Tennessee Region","5","6","2","264","0.8%",""

