"Hamilton County (Chattanooga)","3","4",".0","585","0.0%",""
"East Tennessee Region","7","7",".3","2306","0.1%",""
"Jackson-Madison County","0","2",".0","0","0.0%","n/a"
"Knoxville-Knox County","3","4",".1","1829","0.1%",""
"Mid-Cumberland Region","7","10",".3","1042","0.3%",""
"Shelby County (Memphis)","1","5",".1","123","0.8%","higher"
"Nashville-Davidson County","3","5",".0","862","0.0%",""
"Northeast Region","3","3",".1","231","0.4%",""
"South Central Region","3","3",".0","243","0.0%",""
"Southeast Region","5","5",".3","851","0.4%",""
"Sullivan County (Tri-Cities)","1","2",".0","198","0.0%",""
"Upper Cumberland Region","2","4",".0","331","0.0%",""
"West Tennessee Region","4","6",".0","202","0.0%",""

