Hamilton County (Chattanooga),3,4,.,0,596,0.0%
East Tennessee Region,6,7,.,6,2116,0.3%
Jackson-Madison County,1,2,.,6,534,1.1% higher
Knoxville-Knox County,1,4,.,2,1117,0.2%
Mid-Cumberland Region,6,10,.,3,963,0.3%
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,4,5,.,0,1231,0.0%
Northeast Region,2,3,.,0,175,0.0%
South Central Region,3,3,.,0,228,0.0%
Southeast Region,5,5,.,2,800,0.3%
Sullivan County (Tri-Cities),1,2,.,0,166,0.0%
Upper Cumberland Region,3,4,.,0,364,0.0%
West Tennessee Region,6,6,.,0,248,0.0%
