"Chattanooga-Hamilton County","4","5","2","537","0.4%",""
"East Tennessee Region","7","7","7","3839","0.2%","lower"
"Jackson-Madison County","1","1","21","779","2.7%","higher"
"Knoxville-Knox County","2","4","21","1195","1.8%","higher"
"Mid-Cumberland Region","7","12","19","1072","1.8%","higher"
"Memphis-Shelby County","2","9","0","534","0.0%","lower"
"Nashville-Davidson County","6","6","47","1750","2.7%","higher"
"Northeast Region","2","3","3","298","1.0%",""
"South Central Region","3","3","1","288","0.3%",""
"Southeast Region","4","5","11","750","1.5%",""
"Sullivan County","1","2","0","241","0.0%",""
"Upper Cumberland Region","5","5","0","934","0.0%","lower"
"West Tennessee Region","6","6","2","521","0.4%",""

