"Hamilton County (Chattanooga)","3","4",".2","434","0.5%","lower"
"East Tennessee Region","4","7",".56","1057","5.3%","higher"
"Jackson-Madison County","1","1",".4","427","0.9%",""
"Knoxville-Knox County","4","4",".0","766","0.0%","lower"
"Mid-Cumberland Region","6","10",".2","328","0.6%",""
"Shelby County (Memphis)","9","10",".31","1402","2.2%",""
"Nashville-Davidson County","3","6",".9","749","1.2%",""
"Northeast Region","1","3",".0","42","0.0%",""
"South Central Region","3","3",".0","155","0.0%",""
"Southeast Region","5","5",".15","808","1.9%",""
"Sullivan County (Tri-Cities)","1","2",".0","308","0.0%","lower"
"Upper Cumberland Region","4","4",".1","378","0.3%","lower"
"West Tennessee Region","5","6",".0","247","0.0%","lower"

