"Chattanooga-Hamilton County","3","5","2","474","0.4%",""
"East Tennessee Region","7","7","9","2560","0.4%","lower"
"Jackson-Madison County","1","1","36","909","4.0%","higher"
"Knoxville-Knox County","3","4","1","685","0.1%","lower"
"Mid-Cumberland Region","6","10","2","920","0.2%","lower"
"Memphis-Shelby County","1","5","0","67","0.0%",""
"Nashville-Davidson County","3","6","37","922","4.0%","higher"
"Northeast Region","0","3","0","0","0.0%",""
"South Central Region","3","3","1","288","0.3%",""
"Southeast Region","3","4","1","283","0.4%",""
"Sullivan County","1","2","1","236","0.4%",""
"Upper Cumberland Region","3","5","3","383","0.8%",""
"West Tennessee Region","5","6","1","367","0.3%",""

