"Hamilton County (Chattanooga)","4","4",".2","873","0.2%","lower"
"East Tennessee Region","5","7",".15","1990","0.8%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".11","1027","1.1%",""
"Mid-Cumberland Region","5","11",".9","885","1.0%",""
"Shelby County (Memphis)","8","12",".27","1098","2.5%","higher"
"Nashville-Davidson County","1","6",".0","32","0.0%",""
"Northeast Region","4","4",".0","408","0.0%",""
"South Central Region","3","3",".0","243","0.0%",""
"Southeast Region","4","4",".1","474","0.2%",""
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","545","0.0%","lower"
"West Tennessee Region","6","6",".2","359","0.6%",""

