"Hamilton County (Chattanooga)","2","4",".0","432","0.0%","lower"
"East Tennessee Region","4","7",".53","1579","3.4%","higher"
"Jackson-Madison County","1","1",".28","564","5.0%","higher"
"Knoxville-Knox County","3","3",".6","1066","0.6%","lower"
"Mid-Cumberland Region","8","11",".4","570","0.7%","lower"
"Shelby County (Memphis)","7","12",".50","731","6.8%","higher"
"Nashville-Davidson County","2","6",".2","368","0.5%","lower"
"Northeast Region","1","4",".0","94","0.0%",""
"South Central Region","3","3",".0","210","0.0%","lower"
"Southeast Region","2","4",".0","39","0.0%",""
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","509","0.0%","lower"
"West Tennessee Region","5","6",".0","261","0.0%","lower"

