"Hamilton County (Chattanooga)","4","4",".0","638","0.0%","lower"
"East Tennessee Region","7","8",".61","2379","2.6%","higher"
"Jackson-Madison County","1","2",".0","0","0.0%","n/a"
"Knoxville-Knox County","4","4",".11","1957","0.6%",""
"Mid-Cumberland Region","8","10",".4","515","0.8%",""
"Shelby County (Memphis)","0","5",".0","0","0.0%","n/a"
"Nashville-Davidson County","3","6",".1","395","0.3%",""
"Northeast Region","2","3",".1","229","0.4%",""
"South Central Region","3","3",".0","191","0.0%",""
"Southeast Region","4","5",".0","197","0.0%",""
"Sullivan County (Tri-Cities)","2","2",".0","503","0.0%","lower"
"Upper Cumberland Region","4","4",".1","552","0.2%",""
"West Tennessee Region","5","6",".0","307","0.0%",""

