"Chattanooga-Hamilton County","4","4","37","640","5.8%",""
"East Tennessee Region","6","7","88","3299","2.7%","lower"
"Jackson-Madison County","1","1","58","1298","4.5%",""
"Knoxville-Knox County","3","5","95","917","10.4%","higher"
"Mid-Cumberland Region","9","10","74","1515","4.9%",""
"Memphis-Shelby County","1","2","2","69","2.9%",""
"Nashville-Davidson County","4","4","188","1546","12.2%","higher"
"Northeast Region","2","3","1","488","0.2%","lower"
"South Central Region","2","3","1","185","0.5%","lower"
"Southeast Region","4","5","28","974","2.9%","lower"
"Sullivan County","2","2","4","208","1.9%",""
"Upper Cumberland Region","5","5","14","971","1.4%","lower"
"West Tennessee Region","5","6","3","367","0.8%","lower"

