"Hamilton County (Chattanooga)","4","4","1","363","0.3%",""
"East Tennessee Region","7","8","8","1743","0.5%","lower"
"Jackson-Madison County","1","1","13","391","3.3%","higher"
"Knoxville-Knox County","4","4","0","437","0.0%","lower"
"Mid-Cumberland Region","4","9","0","119","0.0%",""
"Shelby County (Memphis)","0","6","0","0","0.0%",""
"Nashville-Davidson County","4","6","20","585","3.4%","higher"
"Northeast Region","2","2","0","239","0.0%",""
"South Central Region","3","3","0","198","0.0%",""
"Southeast Region","3","4","2","141","1.4%",""
"Sullivan County (Tri-Cities)","2","2","0","200","0.0%",""
"Upper Cumberland Region","3","5","1","189","0.5%",""
"West Tennessee Region","5","6","0","172","0.0%",""

