"Chattanooga-Hamilton County","5","5","11","839","1.3%","lower"
"East Tennessee Region","6","7","44","2327","1.9%",""
"Jackson-Madison County","1","1","10","892","1.1%","lower"
"Knoxville-Knox County","4","4","78","1458","5.3%","higher"
"Mid-Cumberland Region","5","12","42","998","4.2%","higher"
"Memphis-Shelby County","4","8","4","809","0.5%","lower"
"Nashville-Davidson County","5","6","101","2086","4.8%","higher"
"Northeast Region","3","3","9","600","1.5%",""
"South Central Region","2","3","0","256","0.0%","lower"
"Southeast Region","5","5","24","1154","2.1%",""
"Sullivan County","2","2","5","528","0.9%","lower"
"Upper Cumberland Region","5","5","10","1133","0.9%","lower"
"West Tennessee Region","6","6","2","557","0.4%","lower"

