"Hamilton County (Chattanooga)","3","4",".0","502","0.0%",""
"East Tennessee Region","4","7",".0","1482","0.0%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".4","386","1.0%","higher"
"Mid-Cumberland Region","8","15",".1","621","0.2%",""
"Shelby County (Memphis)","1","11",".0","99","0.0%",""
"Nashville-Davidson County","1","10",".0","32","0.0%",""
"Northeast Region","3","5",".1","231","0.4%",""
"South Central Region","3","3",".0","183","0.0%",""
"Southeast Region","2","5",".0","34","0.0%",""
"Sullivan County (Tri-Cities)","1","1",".0","320","0.0%",""
"Upper Cumberland Region","4","4",".0","596","0.0%",""
"West Tennessee Region","5","6",".0","253","0.0%",""

