"Chattanooga-Hamilton County","4","5","20","612","3.3%","higher"
"East Tennessee Region","6","7","24","2306","1.0%",""
"Jackson-Madison County","1","1","12","888","1.4%",""
"Knoxville-Knox County","4","4","35","1335","2.6%","higher"
"Mid-Cumberland Region","8","12","13","1250","1.0%",""
"Memphis-Shelby County","4","9","6","394","1.5%",""
"Nashville-Davidson County","4","6","42","1436","2.9%","higher"
"Northeast Region","2","3","1","316","0.3%",""
"South Central Region","3","3","0","272","0.0%","lower"
"Southeast Region","3","5","8","317","2.5%",""
"Sullivan County","1","2","0","225","0.0%",""
"Upper Cumberland Region","5","5","3","861","0.3%","lower"
"West Tennessee Region","5","6","1","501","0.2%","lower"

