"Chattanooga-Hamilton County","5","5","2","574","0.3%",""
"East Tennessee Region","5","7","6","2100","0.3%","lower"
"Jackson-Madison County","1","1","14","993","1.4%",""
"Knoxville-Knox County","3","4","19","1141","1.7%","higher"
"Mid-Cumberland Region","8","11","8","966","0.8%",""
"Memphis-Shelby County","5","9","1","713","0.1%","lower"
"Nashville-Davidson County","6","6","28","1706","1.6%","higher"
"Northeast Region","2","3","0","268","0.0%",""
"South Central Region","3","3","0","293","0.0%",""
"Southeast Region","5","5","12","829","1.4%",""
"Sullivan County","1","2","0","217","0.0%",""
"Upper Cumberland Region","5","5","6","889","0.7%",""
"West Tennessee Region","6","6","1","415","0.2%",""

