"Hamilton County (Chattanooga)","4","4",".10","780","1.3%","lower"
"East Tennessee Region","7","7",".199","2410","8.3%","higher"
"Jackson-Madison County","1","2",".34","653","5.2%",""
"Knoxville-Knox County","2","4",".32","1715","1.9%","lower"
"Mid-Cumberland Region","7","10",".34","914","3.7%",""
"Shelby County (Memphis)","4","4",".2","1027","0.2%","lower"
"Nashville-Davidson County","4","5",".97","1201","8.1%","higher"
"Northeast Region","3","3",".2","243","0.8%","lower"
"South Central Region","3","3",".1","217","0.5%","lower"
"Southeast Region","3","5",".24","430","5.6%",""
"Sullivan County (Tri-Cities)","1","2",".0","358","0.0%","lower"
"Upper Cumberland Region","3","4",".6","398","1.5%","lower"
"West Tennessee Region","5","6",".5","312","1.6%","lower"

