"Hamilton County (Chattanooga)","3","4",".0","828","0.0%","lower"
"East Tennessee Region","6","7",".27","2074","1.3%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".14","1387","1.0%",""
"Mid-Cumberland Region","3","11",".15","754","2.0%","higher"
"Shelby County (Memphis)","7","12",".29","1018","2.9%","higher"
"Nashville-Davidson County","1","5",".0","414","0.0%","lower"
"Northeast Region","3","3",".3","310","1.0%",""
"South Central Region","3","3",".0","254","0.0%",""
"Southeast Region","3","5",".0","182","0.0%",""
"Sullivan County (Tri-Cities)","1","1",".0","353","0.0%",""
"Upper Cumberland Region","4","4",".1","598","0.2%","lower"
"West Tennessee Region","4","6",".0","207","0.0%",""

