"Hamilton County (Chattanooga)","3","4",".0","198","0.0%","lower"
"East Tennessee Region","4","7",".57","1511","3.8%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".7","443","1.6%",""
"Mid-Cumberland Region","5","11",".1","136","0.7%",""
"Shelby County (Memphis)","8","11",".68","958","7.1%","higher"
"Nashville-Davidson County","6","8",".8","214","3.7%",""
"Northeast Region","3","4",".0","129","0.0%","lower"
"South Central Region","3","3",".1","107","0.9%",""
"Southeast Region","4","5",".1","122","0.8%",""
"Sullivan County (Tri-Cities)","1","1",".0","186","0.0%","lower"
"Upper Cumberland Region","4","4",".0","218","0.0%","lower"
"West Tennessee Region","5","6",".0","203","0.0%","lower"

