"Hamilton County (Chattanooga)","3","4",".18","610","3.0%","lower"
"East Tennessee Region","5","9",".175","1824","9.6%","higher"
"Jackson-Madison County","1","1",".55","803","6.9%",""
"Knoxville-Knox County","2","3",".18","574","3.1%","lower"
"Mid-Cumberland Region","7","14",".34","878","3.9%","lower"
"Shelby County (Memphis)","2","4",".5","192","2.6%",""
"Nashville-Davidson County","6","11",".80","1048","7.6%","higher"
"Northeast Region","5","5",".25","491","5.1%",""
"South Central Region","3","3",".1","228","0.4%","lower"
"Southeast Region","3","4",".28","437","6.4%",""
"Sullivan County (Tri-Cities)","2","2",".7","363","1.9%","lower"
"Upper Cumberland Region","4","4",".8","452","1.8%","lower"
"West Tennessee Region","6","6",".4","408","1.0%","lower"

