"Hamilton County (Chattanooga)","3","4",".0","551","0.0%",""
"East Tennessee Region","7","7",".3","2976","0.1%",""
"Jackson-Madison County","1","1",".7","579","1.2%","higher"
"Knoxville-Knox County","2","4",".1","1438","0.1%",""
"Mid-Cumberland Region","6","10",".4","501","0.8%","higher"
"Shelby County (Memphis)","1","10",".0","175","0.0%",""
"Nashville-Davidson County","2","6",".0","167","0.0%",""
"Northeast Region","2","2",".0","216","0.0%",""
"South Central Region","3","3",".0","182","0.0%",""
"Southeast Region","5","5",".0","750","0.0%",""
"Sullivan County (Tri-Cities)","1","2",".0","393","0.0%",""
"Upper Cumberland Region","4","4",".0","549","0.0%",""
"West Tennessee Region","6","6",".1","362","0.3%",""

