"Hamilton County (Chattanooga)","3","4",".4","162","2.5%",""
"East Tennessee Region","5","9",".59","1673","3.5%","higher"
"Jackson-Madison County","1","1",".9","595","1.5%",""
"Knoxville-Knox County","1","3",".11","80","13.8%","higher"
"Mid-Cumberland Region","9","14",".6","934","0.6%","lower"
"Shelby County (Memphis)","1","4",".1","140","0.7%",""
"Nashville-Davidson County","8","11",".50","1707","2.9%","higher"
"Northeast Region","4","5",".8","344","2.3%",""
"South Central Region","3","3",".0","241","0.0%","lower"
"Southeast Region","3","4",".11","394","2.8%",""
"Sullivan County (Tri-Cities)","2","2",".0","369","0.0%","lower"
"Upper Cumberland Region","4","4",".0","335","0.0%","lower"
"West Tennessee Region","5","6",".1","312","0.3%","lower"

