"Hamilton County (Chattanooga)","4","4",".0","642","0.0%",""
"East Tennessee Region","6","7",".1","2272","0.0%",""
"Jackson-Madison County","1","2",".3","530","0.6%","higher"
"Knoxville-Knox County","2","4",".2","362","0.6%","higher"
"Mid-Cumberland Region","5","10",".1","323","0.3%",""
"Shelby County (Memphis)","0","5",".0","0","0.0%","n/a"
"Nashville-Davidson County","3","5",".0","243","0.0%",""
"Northeast Region","1","3",".0","75","0.0%",""
"South Central Region","3","3",".0","199","0.0%",""
"Southeast Region","3","5",".0","132","0.0%",""
"Sullivan County (Tri-Cities)","2","2",".0","486","0.0%",""
"Upper Cumberland Region","4","4",".0","540","0.0%",""
"West Tennessee Region","6","6",".0","339","0.0%",""

