"Hamilton County (Chattanooga)","4","4",".0","459","0.0%","lower"
"East Tennessee Region","5","7",".76","1568","4.9%","higher"
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".3","1078","0.3%","lower"
"Mid-Cumberland Region","8","11",".6","556","1.1%",""
"Shelby County (Memphis)","8","12",".20","916","2.2%",""
"Nashville-Davidson County","1","6",".6","473","1.3%",""
"Northeast Region","3","4",".1","124","0.8%",""
"South Central Region","3","3",".0","146","0.0%",""
"Southeast Region","4","4",".0","278","0.0%","lower"
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","256","0.0%","lower"
"West Tennessee Region","6","6",".3","175","1.7%",""

